,antecedents,consequents,confidence,lift,jaccard_coefficient,kulczynski_measure,confidence_norm,lift_norm,jaccard_coefficient_norm,kulczynski_measure_norm,score
9425,"frozenset({'Shadab Khan', 'Wickets: 2-3', 'West Indies'})","frozenset({'Over: 4', 'Won'})",1.0,2.5085324232081914,0.017064846416382253,0.6993197278911565,1.0,0.1510469513882483,0.06047496616173717,0.7744548286604362,0.5655836335854768
2171,"frozenset({'Shadab Khan', '1st Inning', 'Economy: 0-6'})",frozenset({'Won'}),0.9166666666666665,1.4214135021097045,0.02315789473684211,0.78078231292517,0.833333333333333,0.056306306306306286,0.10284496820799628,0.923676012461059,0.5635869248313471
9932,"frozenset({'Shadab Khan', '2nd Inning', 'West Indies', 'Over: 4'})","frozenset({'Economy: 0-6', 'Won'})",1.0,3.972972972972973,0.02702702702702703,0.6258503401360545,1.0,0.2786705624543462,0.129750243602236,0.6398753894080997,0.5587547461485353
8887,"frozenset({'Shadab Khan', 'Bangladesh', 'Economy: 6-8'})","frozenset({'Over: 4', 'Won'})",1.0,2.5085324232081914,0.013651877133105802,0.6993197278911565,1.0,0.1510469513882483,0.036741769260825535,0.7744548286604362,0.5584636745152034
9680,"frozenset({'Shadab Khan', 'Wickets: 2-3', '1st Inning', 'Economy: 6-8'})","frozenset({'Over: 4', 'Won'})",1.0,2.5085324232081914,0.013651877133105802,0.6993197278911565,1.0,0.1510469513882483,0.036741769260825535,0.7744548286604362,0.5584636745152034
10132,"frozenset({'Shadab Khan', 'Wickets: 2-3', 'West Indies', 'Economy: 0-6'})","frozenset({'Over: 4', 'Won'})",1.0,2.5085324232081914,0.013651877133105802,0.6993197278911565,1.0,0.1510469513882483,0.036741769260825535,0.7744548286604362,0.5584636745152034
7349,"frozenset({'Shadab Khan', 'West Indies', '1st Inning'})","frozenset({'Over: 4', 'Won'})",1.0,2.5085324232081914,0.013651877133105802,0.6993197278911565,1.0,0.1510469513882483,0.036741769260825535,0.7744548286604362,0.5584636745152034
1865,"frozenset({'Shadab Khan', 'West Indies'})",frozenset({'Won'}),0.9090909090909091,1.4096662830840045,0.021052631578947368,0.7769944341372912,0.8181818181818181,0.05528255528255527,0.08820533306701286,0.9167374681393372,0.552465641344706
9048,"frozenset({'Shadab Khan', 'Wickets: 2-3', 'Over: 4', 'Economy: 0-6'})",frozenset({'Won'}),0.9090909090909091,1.4096662830840045,0.021052631578947368,0.7769944341372912,0.8181818181818181,0.05528255528255527,0.08820533306701286,0.9167374681393372,0.552465641344706
6455,"frozenset({'Shadab Khan', 'Over: 4', '1st Inning', 'Economy: 0-6'})",frozenset({'Won'}),0.9090909090909091,1.4096662830840045,0.021052631578947368,0.7769944341372912,0.8181818181818181,0.05528255528255527,0.08820533306701286,0.9167374681393372,0.552465641344706
4965,"frozenset({'Shadab Khan', 'Wickets: 2-3', 'Economy: 0-6'})",frozenset({'Won'}),0.9090909090909091,1.4096662830840045,0.021052631578947368,0.7769944341372912,0.8181818181818181,0.05528255528255527,0.08820533306701286,0.9167374681393372,0.552465641344706
7902,"frozenset({'Shadab Khan', 'Economy: 0-6', 'Wickets: 3+'})","frozenset({'2nd Inning', 'Won'})",1.0,3.0497925311203318,0.01659751037344398,0.6639455782312925,1.0,0.19821688908825832,0.05722519231223472,0.7096573208722742,0.5498864428641785
1868,"frozenset({'Shadab Khan', 'Wickets: 2-3'})",frozenset({'Won'}),0.846153846153846,1.3120740019474195,0.04602510460251047,0.7455259026687597,0.6923076923076921,0.04677754677754676,0.26185958254269454,0.859094176851186,0.5486561901882264
6033,"frozenset({'Shadab Khan', 'Over: 4', 'Wickets: 2-3'})",frozenset({'Won'}),0.8399999999999999,1.30253164556962,0.04393305439330544,0.7424489795918366,0.6799999999999997,0.04594594594594592,0.24731182795698925,0.8534579439252336,0.5388255261592614
